code,local_code,name,iso_country
VE-H,H,Cojedes State,VE
VE-I,I,Falcón State,VE
VE-J,J,Guárico State,VE
VE-K,K,Lara State,VE
VE-L,L,Mérida State,VE
VE-M,M,Miranda State,VE
VE-N,N,Monagas State,VE
VE-O,O,Nueva Esparta State,VE
VE-P,P,Portuguesa State,VE
VE-R,R,Sucre State,VE
VE-S,S,Táchira State,VE
VE-T,T,Trujillo State,VE
VE-U,U,Yaracuy State,VE
VE-V,V,Zulia State,VE
VE-W,W,Federal Dependencies,VE
VE-X,X,La Guaira State,VE
VE-Y,Y,Delta Amacuro State,VE
VE-Z,Z,Amazonas State,VE
VN-CH,CH,Central Highlands Region,VN
VN-NC,NC,North Central Region,VN
VN-NE,NE,Northeast Region,VN
VN-NW,NW,Northwest Region,VN
VN-RRD,RRD,Red River Delta Region,VN
VN-SCC,SCC,South Central Coast Region,VN
VN-SE,SE,Southeast Region,VN
VN-SW,SW,Southwest Region,VN
VU-MAP,MAP,Malampa,VU
VU-PAM,PAM,Penama,VU
VU-SAM,SAM,Sanma,VU
VU-SEE,SEE,Shefa,VU
VU-TAE,TAE,Tafea,VU
VU-TOB,TOB,Torba,VU
WS-AA,AA,A'ana District,WS
WS-AL,AL,Aiga-i-le-Tai District,WS
WS-AT,AT,Atua District,WS
WS-FA,FA,Fa'aaaleleaga District,WS
WS-GE,GE,Gaga'emauga District,WS
WS-GI,GI,Gagaifomauga District,WS
WS-PA,PA,Palauli District,WS
WS-SA,SA,Satupa'itea District,WS
WS-TU,TU,Tuamasaga District,WS
WS-VF,VF,Va'a-o-Fonoti District,WS
WS-VS,VS,Vaisigano District,WS
XK-01,1,Pristina District,XK
XK-02,2,Mitrovica District,XK
XK-03,3,Peć District,XK
XK-04,4,Prizren District,XK
XK-05,5,Ferizaj District,XK
XK-06,6,Gjilan District,XK
XK-07,7,Gjakova District,XK
YE-AB,AB,Abyan Governorate,YE
YE-AD,AD,Adan Governorate,YE
YE-AM,AM,Amran Governorate,YE
YE-BA,BA,Al Bayda' Governorate,YE
YE-DA,DA,Ad Dali Governorate,YE
YE-DH,DH,Dhamar Governorate,YE
YE-HD,HD,Hadramawt Governorate,YE
YE-HJ,HJ,Hajjah Governorate,YE
YE-HU,HU,Al Hydaydah Governorate,YE
YE-IB,IB,Ibb Governorate,YE
YE-JA,JA,Al Jawf Governorate,YE
YE-LA,LA,Lahij Governorate,YE
YE-MA,MA,Ma'rib Governorate,YE
YE-MR,MR,Al Mahrah Governorate,YE
YE-MU,MU,Al Hudaydah Governorate,YE
YE-MW,MW,Al Mahwit Governorate,YE
YE-SD,SD,Sa'dah Governorate,YE
YE-SH,SH,Shabwah Governorate,YE
YE-SN,SN,San'a' Governorate,YE
YE-TA,TA,Ta'izz Governorate,YE
ZA-EC,EC,Eastern Cape,ZA
ZA-FS,FS,Free State,ZA
ZA-GT,GT,Gauteng,ZA
ZA-MP,MP,Mpumalanga,ZA
ZA-NC,NC,Northern Cape,ZA
ZA-NL,NL,Kwazulu-Natal,ZA
ZA-NP,NP,Limpopo,ZA
ZA-NW,NW,North-West,ZA
ZA-WC,WC,Western Cape,ZA
ZM-01,1,Western Province,ZM
ZM-02,2,Central Province,ZM
ZM-03,3,Eastern Province,ZM
ZM-04,4,Luapula Province,ZM
ZM-05,5,Northern Province,ZM
ZM-06,6,North-Western Province,ZM
ZM-07,7,Southern Province,ZM
ZM-08,8,Copperbelt Province,ZM
ZM-09,9,Lusaka Province,ZM
ZW-BU,BU,Bulawayo Metropolitan Province,ZW
ZW-HA,HA,Harare Metropolitan Province,ZW
ZW-MA,MA,Manicaland Province,ZW
ZW-MC,MC,Mashonaland Central Province,ZW
ZW-ME,ME,Mashonaland East Province,ZW
ZW-MI,MI,Midlands Province,ZW
ZW-MN,MN,Matabeleland North Province,ZW
ZW-MS,MS,Matabeleland South Province,ZW
ZW-MV,MV,Masvingo Province,ZW
ZW-MW,MW,Mashonaland West Province,ZW
